source	chromosome	orig_seg_left	orig_seg_right	boundary_bin	len_left	len_right	median_left	median_right	delta_obs	frac_under_tau	n_valid	eligible	candidate	guard_range	reason
cluster2	chr1	5	6	1315	70	99	9.822971084278063	6.529534316698681	0.5891793491522904	0.0	200	False	True	0.5891793491522903	effect_ge_tau
cluster2	chr1	6	7	1414	99	690	6.529534316698681	7.760271084306273	-0.2491269468715001	0.0	200	False	True	0.24912694687150028	effect_ge_tau
cluster2	chr1	7	8	2104	690	128	7.760271084306273	5.478648286645577	0.5022870602108158	0.0	200	False	False	0.5022870602108158	terminal_unchanged
cluster3	chr1	0	1	50	50	413	0.6921546973329666	4.128936383974652	-2.5766037676227427	0.0	200	False	False	2.5766037676227427	terminal_unchanged
cluster3	chr1	1	2	463	413	30	4.128936383974652	1.9422486639657828	1.0880422713124032	0.0	200	False	True	1.0880422713124034	effect_ge_tau
cluster3	chr1	2	3	493	30	333	1.9422486639657828	3.035948616824083	-0.644419454221899	0.0	200	False	True	0.6444194542218992	effect_ge_tau
cluster3	chr1	3	4	826	333	357	3.035948616824083	3.6389096154875644	-0.2613588439921807	0.005	200	False	False	0.26135884399218057	long_long_not_candidate
cluster3	chr1	4	5	1183	357	62	3.6389096154875644	2.1096466231419715	0.7865048572647915	0.0	200	False	True	0.7865048572647915	effect_ge_tau
cluster3	chr1	5	6	1245	62	70	2.1096466231419715	10.64862090688622	-2.3355933351318225	0.0	200	False	True	2.3355933351318225	effect_ge_tau
cluster3	chr1	6	7	1315	70	21	10.64862090688622	4.147316270800269	1.3604166251946097	0.0	200	False	True	1.3604166251946097	effect_ge_tau
cluster3	chr1	7	8	1336	21	44	4.147316270800269	7.02530167373682	-0.7603821073524323	0.0	200	False	True	0.7603821073524322	effect_ge_tau
cluster3	chr1	8	9	1380	44	34	7.02530167373682	3.906394840752388	0.8467223997890175	0.0	200	False	True	0.8467223997890176	effect_ge_tau
cluster3	chr1	9	10	1414	34	690	3.906394840752388	7.474390649394281	-0.9361181905209713	0.0	200	False	True	0.9361181905209714	effect_ge_tau
cluster3	chr1	10	11	2104	690	128	7.474390649394281	4.45500714094689	0.7465282239662377	0.0	200	False	False	0.7465282239662376	terminal_unchanged
cluster4	chr1	0	1	50	50	406	1.0972066983124007	3.9570530412029674	-1.8505910688374596	0.0	200	False	False	1.8505910688374596	terminal_unchanged
cluster4	chr1	1	2	456	406	37	3.9570530412029674	2.197364519859346	0.848652185962546	0.0	200	False	True	0.848652185962546	effect_ge_tau
cluster4	chr1	2	3	493	37	690	2.197364519859346	3.2208189082955796	-0.5516533292751692	0.0	200	False	True	0.5516533292751693	effect_ge_tau
cluster4	chr1	3	4	1183	690	62	3.2208189082955796	2.1595859848053616	0.5766727877664903	0.0	200	False	True	0.5766727877664906	effect_ge_tau
cluster4	chr1	4	5	1245	62	70	2.1595859848053616	9.590174518278182	-2.1508023099016804	0.0	200	False	True	2.15080230990168	effect_ge_tau
cluster4	chr1	5	6	1315	70	65	9.590174518278182	5.7996284873135915	0.7255965820673023	0.0	200	False	True	0.7255965820673023	effect_ge_tau
cluster4	chr1	6	7	1380	65	34	5.7996284873135915	3.2531132534065046	0.834139437993688	0.0	200	False	True	0.8341394379936877	effect_ge_tau
cluster4	chr1	7	8	1414	34	690	3.2531132534065046	7.422509041117081	-1.1900858964865744	0.0	200	False	True	1.1900858964865744	effect_ge_tau
cluster4	chr1	8	9	2104	690	128	7.422509041117081	4.742781892832096	0.6461734210475719	0.0	200	False	False	0.646173421047572	terminal_unchanged
cluster0	chr2	0	1	81	81	44	1.753125721081005	4.367188517220911	-1.3167753497620258	0.0	200	False	False	1.3167753497620254	terminal_unchanged
cluster0	chr2	1	2	125	44	199	4.367188517220911	3.3495851589989543	0.3827223778221879	0.0	200	False	True	0.38272237782218776	effect_ge_tau
cluster0	chr2	2	3	324	199	25	3.3495851589989543	1.46130629460215	1.1967238275992529	0.0	200	False	True	1.1967238275992529	effect_ge_tau
cluster0	chr2	3	4	349	25	33	1.46130629460215	4.9239736079460545	-1.7525644256685455	0.0	200	False	True	1.7525644256685453	effect_ge_tau
cluster0	chr2	4	5	382	33	362	4.9239736079460545	3.839740362824466	0.3588142676423002	0.0	200	False	True	0.35881426764230007	effect_ge_tau
cluster0	chr2	5	6	744	362	22	3.839740362824466	1.1251747445119413	1.770859685853601	0.0	200	False	True	1.7708596858536008	effect_ge_tau
cluster0	chr2	6	7	766	22	144	1.1251747445119413	3.247478414893868	-1.5291708608712768	0.0	200	False	True	1.5291708608712766	effect_ge_tau
cluster0	chr2	7	8	910	144	46	3.247478414893868	1.5218243051448448	1.0935181274171053	0.0	200	False	True	1.0935181274171053	effect_ge_tau
cluster0	chr2	8	9	956	46	278	1.5218243051448448	2.5163627644872726	-0.7255381102695941	0.0	200	False	True	0.7255381102695942	effect_ge_tau
cluster0	chr2	9	10	1234	278	932	2.5163627644872726	3.5452835262805653	-0.49456108909696683	0.0	200	False	False	0.4945610890969667	long_long_not_candidate
cluster0	chr2	10	11	2166	932	59	3.5452835262805653	3.197649495680194	0.14888919926462385	0.995	200	False	False	0.14888919926462396	terminal_unchanged
cluster1	chr2	0	1	81	81	60	1.6207499558394698	4.077914001243327	-1.3311698172015978	0.0	200	False	False	1.3311698172015975	terminal_unchanged
cluster1	chr2	1	2	141	60	183	4.077914001243327	3.0758241259703634	0.40685833770784774	0.0	200	False	True	0.40685833770784763	effect_ge_tau
cluster1	chr2	2	3	324	183	25	3.0758241259703634	1.4333572747829861	1.1015747563895208	0.0	200	False	True	1.101574756389521	effect_ge_tau
cluster1	chr2	3	4	349	25	33	1.4333572747829861	4.849346433700496	-1.7583920657622443	0.0	200	False	True	1.7583920657622443	effect_ge_tau
cluster1	chr2	4	5	382	33	362	4.849346433700496	3.6099607006865115	0.4258071909683208	0.0	200	False	True	0.42580719096832076	effect_ge_tau
cluster1	chr2	5	6	744	362	21	3.6099607006865115	1.0588029937209136	1.7695489523964167	0.0	200	False	True	1.7695489523964167	effect_ge_tau
cluster1	chr2	6	7	765	21	145	1.0588029937209136	3.241312326096626	-1.6141438633282301	0.0	200	False	True	1.6141438633282301	effect_ge_tau
cluster1	chr2	7	8	910	145	233	3.241312326096626	2.060404582475026	0.6536503886135988	0.0	200	False	False	0.6536503886135987	long_long_not_candidate
cluster1	chr2	8	9	1143	233	91	2.060404582475026	2.5513308605239136	-0.3083223481663517	0.0	200	False	True	0.30832234816635173	effect_ge_tau
cluster1	chr2	9	10	1234	91	932	2.5513308605239136	3.494319617697964	-0.4537615724269582	0.0	200	False	True	0.45376157242695814	effect_ge_tau
cluster1	chr2	10	11	2166	932	59	3.494319617697964	3.211044301616529	0.12196900487665381	1.0	200	False	False	0.12196900487665374	terminal_unchanged
cluster2	chr2	0	1	83	83	661	2.142994194976326	3.7877712463751516	-0.8217212632364733	0.0	200	False	False	0.8217212632364734	terminal_unchanged
cluster2	chr2	1	2	744	661	21	3.7877712463751516	1.2719386563497874	1.5743201118980077	0.0	200	False	True	1.5743201118980077	effect_ge_tau
cluster2	chr2	2	3	765	21	145	1.2719386563497874	3.485281649410437	-1.4542461532326678	0.0	200	False	True	1.454246153232668	effect_ge_tau
cluster2	chr2	3	4	910	145	322	3.485281649410437	2.7206290163026305	0.35733500178449223	0.0	200	False	False	0.3573350017844923	long_long_not_candidate
cluster2	chr2	4	5	1232	322	895	2.7206290163026305	3.662717965464873	-0.42897437095698676	0.0	200	False	False	0.4289743709569869	long_long_not_candidate
cluster2	chr2	5	6	2127	895	98	3.662717965464873	3.371930012343949	0.11934002367129151	1.0	200	False	False	0.1193400236712916	terminal_unchanged
cluster3	chr2	0	1	81	81	44	1.3593047640792337	4.503413647930659	-1.728150045274026	0.0	200	False	False	1.7281500452740262	terminal_unchanged
cluster3	chr2	1	2	125	44	77	4.503413647930659	3.0058188148809624	0.5832609493880314	0.0	200	False	True	0.5832609493880316	effect_ge_tau
cluster3	chr2	2	3	202	77	21	3.0058188148809624	0.6417221623456845	2.227737335195861	0.0	200	False	True	2.227737335195861	effect_ge_tau
cluster3	chr2	3	4	223	21	521	0.6417221623456845	3.628720155603399	-2.499440087731441	0.0	200	False	True	2.4994400877314407	effect_ge_tau
cluster3	chr2	4	5	744	521	22	3.628720155603399	0.971020162357601	1.9018876441312464	0.0	200	False	True	1.9018876441312464	effect_ge_tau
cluster3	chr2	5	6	766	22	123	0.971020162357601	2.8758669285470133	-1.5664237639395346	0.0	200	False	True	1.5664237639395344	effect_ge_tau
cluster3	chr2	6	7	889	123	21	2.8758669285470133	4.879052417456787	-0.7626040614827299	0.0	200	False	True	0.7626040614827299	effect_ge_tau
cluster3	chr2	7	8	910	21	52	4.879052417456787	1.3944012861173922	1.806955177513595	0.0	200	False	True	1.8069551775135948	effect_ge_tau
cluster3	chr2	8	9	962	52	253	1.3944012861173922	2.24516702804053	-0.6871769722731007	0.0	200	False	True	0.6871769722731005	effect_ge_tau
cluster3	chr2	9	10	1215	253	948	2.24516702804053	3.5210231334945856	-0.6491719283804808	0.0	200	False	False	0.6491719283804807	long_long_not_candidate
cluster3	chr2	10	11	2163	948	62	3.5210231334945856	2.995211508436515	0.23333682261065472	0.185	200	False	False	0.23333682261065491	terminal_unchanged
cluster4	chr2	0	1	83	83	42	1.9847368757144495	4.544517897542633	-1.1951794987443607	0.0	200	False	False	1.195179498744361	terminal_unchanged
cluster4	chr2	1	2	125	42	780	4.544517897542633	3.312022468872206	0.4564147949357757	0.0	200	False	True	0.45641479493577575	effect_ge_tau
cluster4	chr2	2	3	905	780	327	3.312022468872206	2.309421105022629	0.5201811988148137	0.0	200	False	False	0.5201811988148137	long_long_not_candidate
cluster4	chr2	3	4	1232	327	934	2.309421105022629	3.4590070222221936	-0.5828266812199338	0.0	200	False	False	0.5828266812199336	long_long_not_candidate
cluster4	chr2	4	5	2166	934	59	3.4590070222221936	3.0724009734824467	0.1709914307060357	0.89	200	False	False	0.17099143070603562	terminal_unchanged
cluster0	chr5	0	1	50	50	24	1.4799385771611235	0.5864585146658579	1.3354363374482345	0.0	200	False	False	1.3354363374482345	terminal_unchanged
cluster0	chr5	1	2	74	24	60	0.5864585146658579	2.6529696834702228	-2.1775072268642033	0.0	200	False	True	2.1775072268642033	effect_ge_tau
cluster0	chr5	2	3	134	60	20	2.6529696834702228	0.6241384412054173	2.0876702130881086	0.0	200	False	True	2.0876702130881086	effect_ge_tau
cluster0	chr5	3	4	154	20	855	0.6241384412054173	3.349977538866353	-2.42421344620509	0.0	200	False	True	2.42421344620509	effect_ge_tau
cluster0	chr5	4	5	1009	855	28	3.349977538866353	5.143622093259253	-0.6186332278681826	0.0	200	False	True	0.618633227868183	effect_ge_tau
cluster0	chr5	5	6	1037	28	52	5.143622093259253	2.258891742315745	1.1871695193634457	0.0	200	False	True	1.1871695193634457	effect_ge_tau
cluster0	chr5	6	7	1089	52	324	2.258891742315745	5.917887221729844	-1.3894670720499593	0.0	200	False	True	1.3894670720499593	effect_ge_tau
cluster0	chr5	7	8	1413	324	282	5.917887221729844	4.0416424309629075	0.5501405127149555	0.0	200	False	False	0.5501405127149557	terminal_unchanged
cluster1	chr5	0	1	50	50	24	1.3059791288708813	0.4657188526436056	1.4876006512382391	0.0	200	False	False	1.4876006512382391	terminal_unchanged
cluster1	chr5	1	2	74	24	60	0.4657188526436056	2.566494876732607	-2.4622681908112094	0.0	200	False	True	2.4622681908112094	effect_ge_tau
cluster1	chr5	2	3	134	60	20	2.566494876732607	0.5462941683535356	2.2320494530496644	0.0	200	False	True	2.2320494530496644	effect_ge_tau
cluster1	chr5	3	4	154	20	883	0.5462941683535356	3.418282459600797	-2.645521687175236	0.0	200	False	True	2.645521687175236	effect_ge_tau
cluster1	chr5	4	5	1037	883	52	3.418282459600797	2.1907283827917494	0.6418609917159067	0.0	200	False	True	0.6418609917159066	effect_ge_tau
cluster1	chr5	5	6	1089	52	325	2.1907283827917494	5.815099407938156	-1.408393231450588	0.0	200	False	True	1.408393231450588	effect_ge_tau
cluster1	chr5	6	7	1414	325	30	5.815099407938156	3.6860673362768703	0.6577214284379612	0.0	200	False	True	0.6577214284379611	effect_ge_tau
cluster1	chr5	7	8	1444	30	20	3.6860673362768703	1.5760891982296235	1.2257332401110745	0.0	200	False	True	1.2257332401110745	effect_ge_tau
cluster1	chr5	8	9	1464	20	39	1.5760891982296235	4.6883085540389455	-1.5727183357706556	0.0	200	False	True	1.5727183357706558	effect_ge_tau
cluster1	chr5	9	10	1503	39	22	4.6883085540389455	1.011402835558314	2.2127097934002524	0.0	200	False	True	2.2127097934002524	effect_ge_tau
cluster1	chr5	10	11	1525	22	107	1.011402835558314	4.5390254642706065	-2.1660248536169475	0.0	200	False	True	2.1660248536169475	effect_ge_tau
cluster1	chr5	11	12	1632	107	63	4.5390254642706065	3.6241677675647654	0.3247328407154222	0.0	200	False	False	0.3247328407154222	terminal_unchanged
cluster2	chr5	0	1	50	50	24	1.8485887204275884	0.8683470216146432	1.090080671275721	0.0	200	False	False	1.0900806712757212	terminal_unchanged
cluster2	chr5	1	2	74	24	60	0.8683470216146432	2.932976282834905	-1.7560217909198517	0.0	200	False	True	1.7560217909198519	effect_ge_tau
cluster2	chr5	2	3	134	60	20	2.932976282834905	0.8841397727498559	1.7300190380210119	0.0	200	False	True	1.730019038021012	effect_ge_tau
cluster2	chr5	3	4	154	20	855	0.8841397727498559	3.503163172715192	-1.9863118215966218	0.0	200	False	True	1.9863118215966216	effect_ge_tau
cluster2	chr5	4	5	1009	855	28	3.503163172715192	5.388450825857085	-0.6212123706947732	0.0	200	False	True	0.6212123706947732	effect_ge_tau
cluster2	chr5	5	6	1037	28	53	5.388450825857085	2.6830962728986716	1.005971737974188	0.0	200	False	True	1.005971737974188	effect_ge_tau
cluster2	chr5	6	7	1090	53	324	2.6830962728986716	6.036190747070972	-1.1697395753154565	0.0	200	False	True	1.1697395753154562	effect_ge_tau
cluster2	chr5	7	8	1414	324	30	6.036190747070972	4.324311691687123	0.4811678818601754	0.0	200	False	True	0.48116788186017523	effect_ge_tau
cluster2	chr5	8	9	1444	30	20	4.324311691687123	2.0299005317971823	1.0910614798123197	0.0	200	False	True	1.09106147981232	effect_ge_tau
cluster2	chr5	9	10	1464	20	39	2.0299005317971823	5.518213185487909	-1.4427921586001902	0.0	200	False	True	1.4427921586001902	effect_ge_tau
cluster2	chr5	10	11	1503	39	22	5.518213185487909	1.2198793458875763	2.1774627307087653	0.0	200	False	True	2.1774627307087653	effect_ge_tau
cluster2	chr5	11	12	1525	22	107	1.2198793458875763	5.08076412832749	-2.0583070265784924	0.0	200	False	True	2.0583070265784924	effect_ge_tau
cluster2	chr5	12	13	1632	107	63	5.08076412832749	4.140285619144334	0.2953151933566863	0.0	200	False	False	0.2953151933566862	terminal_unchanged
cluster3	chr5	0	1	50	50	24	1.2879421026878863	0.6155307194422719	1.0651649763814484	0.0	200	False	False	1.0651649763814484	terminal_unchanged
cluster3	chr5	1	2	74	24	80	0.6155307194422719	2.2877145862659907	-1.8940043091258913	0.0	200	False	True	1.8940043091258913	effect_ge_tau
cluster3	chr5	2	3	154	80	191	2.2877145862659907	3.120501790716228	-0.4478709659109066	0.0	200	False	True	0.4478709659109066	effect_ge_tau
cluster3	chr5	3	4	345	191	59	3.120501790716228	3.9429226328874107	-0.3374873629058405	0.0	200	False	True	0.33748736290584036	effect_ge_tau
cluster3	chr5	4	5	404	59	47	3.9429226328874107	2.3743760877595337	0.7317169346720743	0.0	200	False	True	0.7317169346720742	effect_ge_tau
cluster3	chr5	5	6	451	47	587	2.3743760877595337	3.5438973900830124	-0.577788364917081	0.0	200	False	True	0.577788364917081	effect_ge_tau
cluster3	chr5	6	7	1038	587	52	3.5438973900830124	1.945874567761964	0.8649181166099542	0.0	200	False	True	0.8649181166099542	effect_ge_tau
cluster3	chr5	7	8	1090	52	292	1.945874567761964	5.477065914997754	-1.492984526781805	0.0	200	False	True	1.492984526781805	effect_ge_tau
cluster3	chr5	8	9	1382	292	32	5.477065914997754	8.097232793378549	-0.5640257123236657	0.0	200	False	True	0.5640257123236658	effect_ge_tau
cluster3	chr5	9	10	1414	32	68	8.097232793378549	2.907058293089313	1.47786895417624	0.0	200	False	True	1.47786895417624	effect_ge_tau
cluster3	chr5	10	11	1482	68	21	2.907058293089313	5.250972451992386	-0.8530246258609355	0.0	200	False	True	0.8530246258609353	effect_ge_tau
cluster3	chr5	11	12	1503	21	22	5.250972451992386	1.203473531613012	2.125380214424045	0.0	200	False	True	2.125380214424045	effect_ge_tau
cluster3	chr5	12	13	1525	22	85	1.203473531613012	3.8407713743989165	-1.6741916761209115	0.0	200	False	True	1.6741916761209112	effect_ge_tau
cluster3	chr5	13	14	1610	85	22	3.8407713743989165	6.707166238909226	-0.8043072714599334	0.0	200	False	True	0.8043072714599333	effect_ge_tau
cluster3	chr5	14	15	1632	22	63	6.707166238909226	3.139851688634927	1.095006945268465	0.0	200	False	False	1.0950069452684648	terminal_unchanged
cluster4	chr5	0	1	154	154	883	1.9101835014581567	3.291922832373854	-0.7852192800367767	0.0	200	False	False	0.7852192800367767	terminal_unchanged
cluster4	chr5	1	2	1037	883	53	3.291922832373854	1.9897592881376491	0.7263366064512662	0.0	200	False	True	0.7263366064512662	effect_ge_tau
cluster4	chr5	2	3	1090	53	324	1.9897592881376491	5.672582951119985	-1.5114118900590192	0.0	200	False	True	1.511411890059019	effect_ge_tau
cluster4	chr5	3	4	1414	324	89	5.672582951119985	3.976240517261016	0.5126007746634114	0.0	200	False	True	0.5126007746634114	effect_ge_tau
cluster4	chr5	4	5	1503	89	22	3.976240517261016	1.196388588216628	1.7327189717052582	0.0	200	False	True	1.7327189717052582	effect_ge_tau
cluster4	chr5	5	6	1525	22	170	1.196388588216628	4.5130780185978505	-1.9154256645089012	0.0	200	False	False	1.9154256645089012	terminal_unchanged
cluster0	chr7	0	1	79	79	25	2.935645168976536	1.2134105841834781	1.27460979967467	0.0	200	False	False	1.2746097996746701	terminal_unchanged
cluster0	chr7	1	2	104	25	198	1.2134105841834781	4.229141781492867	-1.8012971266680236	0.0	200	False	True	1.8012971266680236	effect_ge_tau
cluster0	chr7	2	3	302	198	207	4.229141781492867	3.016047738687271	0.48770566327171255	0.0	200	False	False	0.4877056632717125	long_long_not_candidate
cluster0	chr7	3	4	509	207	20	3.016047738687271	0.7042875815408038	2.0984227145696597	0.0	200	False	True	2.0984227145696597	effect_ge_tau
cluster0	chr7	4	5	529	20	69	0.7042875815408038	2.916038850048676	-2.049773391130458	0.0	200	False	True	2.049773391130458	effect_ge_tau
cluster0	chr7	5	6	598	69	27	2.916038850048676	0.38112598037289397	2.935670079245746	0.0	200	False	True	2.935670079245746	effect_ge_tau
cluster0	chr7	6	7	625	27	33	0.38112598037289397	0.6349642909178755	-0.7364075036787032	0.0	200	False	True	0.736407503678703	effect_ge_tau
cluster0	chr7	7	8	658	33	56	0.6349642909178755	2.8615459828854437	-2.1720474250090285	0.0	200	False	True	2.172047425009029	effect_ge_tau
cluster0	chr7	8	9	714	56	60	2.8615459828854437	4.733780182911911	-0.7261979247687966	0.0	200	False	True	0.7261979247687969	effect_ge_tau
cluster0	chr7	9	10	774	60	49	4.733780182911911	2.0237413571045773	1.2259677957133002	0.0	200	False	True	1.2259677957133004	effect_ge_tau
cluster0	chr7	10	11	823	49	546	2.0237413571045773	3.4278220486296966	-0.7602672964199412	0.0	200	False	True	0.7602672964199413	effect_ge_tau
cluster0	chr7	11	12	1369	546	23	3.4278220486296966	1.046848094222554	1.711240104352971	0.0	200	False	True	1.711240104352971	effect_ge_tau
cluster0	chr7	12	13	1392	23	103	1.046848094222554	2.2845406024539123	-1.125851972143149	0.0	200	False	False	1.1258519721431488	terminal_unchanged
cluster1	chr7	0	1	79	79	25	3.036176255318419	1.0653388566950834	1.5109431567748197	0.0	200	False	False	1.51094315677482	terminal_unchanged
cluster1	chr7	1	2	104	25	198	1.0653388566950834	4.1924420605226045	-1.9764784585378214	0.0	200	False	True	1.9764784585378217	effect_ge_tau
cluster1	chr7	2	3	302	198	207	4.1924420605226045	2.965272581282832	0.4996261159786581	0.0	200	False	False	0.49962611597865836	long_long_not_candidate
cluster1	chr7	3	4	509	207	20	2.965272581282832	0.7358667504051937	2.0106482758343045	0.0	200	False	True	2.0106482758343045	effect_ge_tau
cluster1	chr7	4	5	529	20	69	0.7358667504051937	2.8332745925358216	-1.944953976105219	0.0	200	False	True	1.944953976105219	effect_ge_tau
cluster1	chr7	5	6	598	69	26	2.8332745925358216	0.31661376231453586	3.1616745583306787	0.0	200	False	True	3.1616745583306782	effect_ge_tau
cluster1	chr7	6	7	624	26	34	0.31661376231453586	0.5318927062757545	-0.7484112869873677	0.0	200	False	True	0.7484112869873677	effect_ge_tau
cluster1	chr7	7	8	658	34	56	0.5318927062757545	2.8138008708397138	-2.4033130756118304	0.0	200	False	True	2.4033130756118304	effect_ge_tau
cluster1	chr7	8	9	714	56	60	2.8138008708397138	4.597408173685432	-0.7083005247936657	0.0	200	False	True	0.708300524793666	effect_ge_tau
cluster1	chr7	9	10	774	60	28	4.597408173685432	2.5366921218495566	0.8578723290332582	0.0	200	False	True	0.8578723290332584	effect_ge_tau
cluster1	chr7	10	11	802	28	21	2.5366921218495566	1.5019542026868937	0.7561076070985742	0.0	200	False	True	0.7561076070985742	effect_ge_tau
cluster1	chr7	11	12	823	21	409	1.5019542026868937	3.573799650887497	-1.2506179352644444	0.0	200	False	True	1.2506179352644444	effect_ge_tau
cluster1	chr7	12	13	1232	409	137	3.573799650887497	2.8978963716188995	0.3024527531553961	0.0	200	False	False	0.3024527531553962	long_long_not_candidate
cluster1	chr7	13	14	1369	137	126	2.8978963716188995	1.7557961375141014	0.7228806594944077	0.0	200	False	False	0.7228806594944078	terminal_unchanged
cluster2	chr7	0	1	79	79	24	3.0373741729664756	1.3556882023760979	1.1637992363926826	0.0	200	False	False	1.1637992363926828	terminal_unchanged
cluster2	chr7	1	2	103	24	199	1.3556882023760979	4.060857521857391	-1.582759002031717	0.0	200	False	True	1.5827590020317173	effect_ge_tau
cluster2	chr7	2	3	302	199	207	4.060857521857391	3.224403113665018	0.33275228981132937	0.0	200	False	False	0.3327522898113293	long_long_not_candidate
cluster2	chr7	3	4	509	207	20	3.224403113665018	0.8898229453022046	1.8574419143613383	0.0	200	False	True	1.8574419143613383	effect_ge_tau
cluster2	chr7	4	5	529	20	69	0.8898229453022046	2.8462192023640025	-1.677456569731583	0.0	200	False	True	1.6774565697315833	effect_ge_tau
cluster2	chr7	5	6	598	69	27	2.8462192023640025	0.5401669281937486	2.3975695572736444	0.0	200	False	True	2.3975695572736444	effect_ge_tau
cluster2	chr7	6	7	625	27	32	0.5401669281937486	0.661813996716669	-0.2930204902406752	0.01	200	False	True	0.2930204902406752	effect_ge_tau
cluster2	chr7	7	8	657	32	55	0.661813996716669	2.843621526023433	-2.103231752467007	0.0	200	False	True	2.103231752467007	effect_ge_tau
cluster2	chr7	8	9	712	55	62	2.843621526023433	4.645577269928529	-0.708128419155585	0.0	200	False	True	0.7081284191555848	effect_ge_tau
cluster2	chr7	9	10	774	62	49	4.645577269928529	2.447487099576555	0.9245566247237736	0.0	200	False	True	0.9245566247237735	effect_ge_tau
cluster2	chr7	10	11	823	49	543	2.447487099576555	3.584041345973875	-0.5502860250427468	0.0	200	False	True	0.550286025042747	effect_ge_tau
cluster2	chr7	11	12	1366	543	129	3.584041345973875	2.1643153027237036	0.7276765908095113	0.0	200	False	False	0.7276765908095113	terminal_unchanged
cluster3	chr7	0	1	79	79	25	2.805346973763545	1.2808156919131333	1.131116330484882	0.0	200	False	False	1.1311163304848821	terminal_unchanged
cluster3	chr7	1	2	104	25	198	1.2808156919131333	4.184426715691137	-1.7079670926867114	0.0	200	False	True	1.7079670926867112	effect_ge_tau
cluster3	chr7	2	3	302	198	89	4.184426715691137	2.2841812808895616	0.8733528281978195	0.0	200	False	True	0.8733528281978193	effect_ge_tau
cluster3	chr7	3	4	391	89	118	2.2841812808895616	3.255812338822774	-0.5113403940206924	0.0	200	False	True	0.5113403940206926	effect_ge_tau
cluster3	chr7	4	5	509	118	20	3.255812338822774	0.6887153032199047	2.2410379076517817	0.0	200	False	True	2.2410379076517817	effect_ge_tau
