source	chromosome	recursion_depth	node_start_bin	node_end_bin	candidate_rank	candidate_local_cut	candidate_absolute_bin	bp_genomic_start	bp_genomic_end	ad_score	left_child_bins	right_child_bins	geometry_valid	rejection_reasons	selected_for_significance	p_local	p_global	accepted
cluster0	chr1	2	2104	2232	28	86	2190	244700001	244800000	5.756708616607119	86	42	False	right_terminal_too_short	False			False
cluster0	chr1	2	2104	2232	29	87	2191	244800001	244900000	5.737633592111322	87	41	False	right_terminal_too_short	False			False
cluster0	chr1	2	2104	2232	23	88	2192	244900001	245000000	6.661340186783194	88	40	False	right_terminal_too_short	False			False
cluster0	chr1	2	2104	2232	19	89	2193	245000001	245100000	7.622668104124748	89	39	False	right_terminal_too_short	False			False
cluster0	chr1	2	2104	2232	17	90	2194	245100001	245200000	8.187785972146063	90	38	False	right_terminal_too_short	False			False
cluster0	chr1	2	2104	2232	16	91	2195	245200001	245300000	8.392117705811337	91	37	False	right_terminal_too_short	False			False
cluster0	chr1	2	2104	2232	20	92	2196	245300001	245400000	7.348591871583073	92	36	False	right_terminal_too_short	False			False
cluster0	chr1	2	2104	2232	24	93	2197	245400001	245500000	6.2574547744207845	93	35	False	right_terminal_too_short	False			False
cluster0	chr1	2	2104	2232	30	94	2198	245500001	245600000	5.496666027230339	94	34	False	right_terminal_too_short	False			False
cluster0	chr1	2	2104	2232	35	95	2199	245600001	245700000	4.969710462488238	95	33	False	right_terminal_too_short	False			False
cluster0	chr1	2	2104	2232	40	96	2200	245700001	245800000	4.623779818549781	96	32	False	right_terminal_too_short	False			False
cluster0	chr1	2	2104	2232	38	97	2201	245800001	245900000	4.718154592663703	97	31	False	right_terminal_too_short	False			False
cluster0	chr1	2	2104	2232	39	98	2202	245900001	246000000	4.653769244169493	98	30	False	right_terminal_too_short	False			False
cluster0	chr1	2	2104	2232	37	99	2203	246000001	246100000	4.747926242493907	99	29	False	right_terminal_too_short	False			False
cluster0	chr1	2	2104	2232	36	100	2204	246100001	246200000	4.776614624824745	100	28	False	right_terminal_too_short	False			False
cluster0	chr1	2	2104	2232	31	101	2205	246200001	246300000	5.48790863235032	101	27	False	right_terminal_too_short	False			False
cluster0	chr1	2	2104	2232	27	102	2206	246300001	246400000	5.780211638916729	102	26	False	right_terminal_too_short	False			False
cluster0	chr1	2	2104	2232	26	103	2207	246400001	246500000	6.048799825899137	103	25	False	right_terminal_too_short	False			False
cluster0	chr1	2	2104	2232	25	104	2208	246500001	246600000	6.206993083781644	104	24	False	right_terminal_too_short	False			False
cluster0	chr1	2	2104	2232	22	105	2209	246600001	246700000	7.085240784817662	105	23	False	right_terminal_too_short	False			False
cluster0	chr1	2	2104	2232	18	106	2210	246700001	246800000	7.897072665437819	106	22	False	right_terminal_too_short	False			False
cluster0	chr1	2	2104	2232	15	107	2211	246800001	246900000	8.546242332329507	107	21	False	right_terminal_too_short	False			False
cluster0	chr1	2	2104	2232	13	108	2212	246900001	247000000	9.253351225018015	108	20	False	right_terminal_too_short	False			False
cluster0	chr1	2	2104	2232	12	109	2213	247000001	247100000	10.547253482039318	109	19	False	right_child_too_short;right_terminal_too_short	False			False
cluster0	chr1	2	2104	2232	10	110	2214	247100001	247200000	11.847167894000025	110	18	False	right_child_too_short;right_terminal_too_short	False			False
cluster0	chr1	2	2104	2232	8	111	2215	247200001	247300000	13.002870654800383	111	17	False	right_child_too_short;right_terminal_too_short	False			False
cluster0	chr1	1	1245	2232	6	971	2216	247300001	247400000	26.527004249792917	971	16	False	right_child_too_short;right_terminal_too_short	False			False
cluster0	chr1	2	2104	2232	6	112	2216	247300001	247400000	13.866003592272504	112	16	False	right_child_too_short;right_terminal_too_short	False			False
cluster0	chr1	1	1245	2232	2	972	2217	247400001	247500000	28.97199339311385	972	15	False	right_child_too_short;right_terminal_too_short	False			False
cluster0	chr1	2	2104	2232	3	113	2217	247400001	247500000	15.836395324175863	113	15	False	right_child_too_short;right_terminal_too_short	False			False
cluster0	chr1	1	1245	2232	1	973	2218	247500001	247600000	29.939965078901313	973	14	False	right_child_too_short;right_terminal_too_short	False			False
cluster0	chr1	2	2104	2232	1	114	2218	247500001	247600000	16.89844673124933	114	14	False	right_child_too_short;right_terminal_too_short	False			False
cluster0	chr1	2	2104	2232	2	115	2219	247600001	247700000	16.25152089496462	115	13	False	right_child_too_short;right_terminal_too_short	False			False
cluster0	chr1	1	1245	2232	3	974	2219	247600001	247700000	28.74926991332778	974	13	False	right_child_too_short;right_terminal_too_short	False			False
cluster0	chr1	1	1245	2232	4	975	2220	247700001	247800000	27.38983651221764	975	12	False	right_child_too_short;right_terminal_too_short	False			False
cluster0	chr1	2	2104	2232	4	116	2220	247700001	247800000	15.525054216215807	116	12	False	right_child_too_short;right_terminal_too_short	False			False
cluster0	chr1	1	1245	2232	5	976	2221	247800001	247900000	26.91302994385975	976	11	False	right_child_too_short;right_terminal_too_short	False			False
cluster0	chr1	2	2104	2232	5	117	2221	247800001	247900000	15.4360638171088	117	11	False	right_child_too_short;right_terminal_too_short	False			False
cluster0	chr1	2	2104	2232	7	118	2222	247900001	248000000	13.258125362545655	118	10	False	right_child_too_short;right_terminal_too_short	False			False
cluster0	chr1	2	2104	2232	9	119	2223	248000001	248100000	12.432016627177	119	9	False	right_child_too_short;right_terminal_too_short	False			False
cluster0	chr1	2	2104	2232	11	120	2224	248100001	248200000	11.02697760449425	120	8	False	right_child_too_short;right_terminal_too_short	False			False
cluster0	chr1	2	2104	2232	14	121	2225	248200001	248300000	8.851479599369974	121	7	False	right_child_too_short;right_terminal_too_short	False			False
cluster0	chr1	2	2104	2232	21	122	2226	248300001	248400000	7.136933619838188	122	6	False	right_child_too_short;right_terminal_too_short	False			False
cluster0	chr1	2	2104	2232	32	123	2227	248400001	248500000	5.448289243606948	123	5	False	right_child_too_short;right_terminal_too_short	False			False
cluster0	chr1	2	0	50									False	no_valid_candidate	False			False
cluster0	chr2	1	0	81	21	1	1	100001	200000	4.027547769932335	1	80	False	left_child_too_short;left_terminal_too_short	False			False
cluster0	chr2	1	0	81	14	3	3	300001	400000	5.0644373601684265	3	78	False	left_child_too_short;left_terminal_too_short	False			False
cluster0	chr2	1	0	81	17	4	4	400001	500000	4.280906472533363	4	77	False	left_child_too_short;left_terminal_too_short	False			False
cluster0	chr2	1	0	81	22	7	7	700001	800000	4.005146734800254	7	74	False	left_child_too_short;left_terminal_too_short	False			False
cluster0	chr2	1	0	81	16	23	23	2600001	2700000	4.503023323561972	23	58	False	left_terminal_too_short	False			False
cluster0	chr2	1	0	81	12	24	24	2700001	2800000	5.58093776631653	24	57	False	left_terminal_too_short	False			False
cluster0	chr2	1	0	81	8	25	25	2800001	2900000	7.15745286566843	25	56	False	left_terminal_too_short	False			False
cluster0	chr2	1	0	81	5	26	26	2900001	3000000	8.169173659661634	26	55	False	left_terminal_too_short	False			False
cluster0	chr2	1	0	81	3	27	27	3000001	3100000	9.512175568674255	27	54	False	left_terminal_too_short	False			False
cluster0	chr2	1	0	81	1	28	28	3200001	3300000	9.856530278079234	28	53	False	left_terminal_too_short	False			False
cluster0	chr2	1	0	81	2	29	29	3300001	3400000	9.824580967592894	29	52	False	left_terminal_too_short	False			False
cluster0	chr2	1	0	81	4	30	30	3400001	3500000	8.818659611932503	30	51	False	left_terminal_too_short	False			False
cluster0	chr2	1	0	81	6	31	31	3500001	3600000	7.935328396576505	31	50	False	left_terminal_too_short	False			False
cluster0	chr2	1	0	81	7	32	32	3600001	3700000	7.371789743300102	32	49	False	left_terminal_too_short	False			False
cluster0	chr2	1	0	81	9	33	33	3700001	3800000	6.6712840308345775	33	48	False	left_terminal_too_short	False			False
cluster0	chr2	1	0	81	10	34	34	3800001	3900000	6.090731070411955	34	47	False	left_terminal_too_short	False			False
cluster0	chr2	1	0	81	11	35	35	3900001	4000000	5.59588410050903	35	46	False	left_terminal_too_short	False			False
cluster0	chr2	1	0	81	13	36	36	4000001	4100000	5.074591772441211	36	45	False	left_terminal_too_short	False			False
cluster0	chr2	1	0	81	15	37	37	4100001	4200000	4.629780801508488	37	44	False	left_terminal_too_short	False			False
cluster0	chr2	1	0	81	18	38	38	4200001	4300000	4.209400556696849	38	43	False	left_terminal_too_short	False			False
cluster0	chr2	1	0	81	23	39	39	4300001	4400000	3.9870496265132997	39	42	False	left_terminal_too_short	False			False
cluster0	chr2	1	0	81	24	40	40	4400001	4500000	3.896941674231463	40	41	False	left_terminal_too_short	False			False
cluster0	chr2	1	0	81	20	47	47	5200001	5300000	4.091946915910639	47	34	False	left_terminal_too_short	False			False
cluster0	chr2	1	0	81	19	48	48	5300001	5400000	4.196165957820547	48	33	False	left_terminal_too_short	False			False
cluster0	chr2	1	0	81	25	51	51	5600001	5700000	3.8105980684213243	51	30	True		True	0.013986013986013986		False
cluster0	chr2	0	0	2225	1	81	81	8600001	8700000	38.360748532365655	81	2144	True		True	0.000999000999000999	0.000999000999000999	True
cluster0	chr2	4	81	125	4	2	83	8800001	8900000	3.542523904135792	2	42	False	left_child_too_short	False			False
cluster0	chr2	4	81	125	2	4	85	9000001	9100000	3.580256860542181	4	40	False	left_child_too_short	False			False
cluster0	chr2	4	81	125	3	13	94	9900001	10000000	3.5708738688304495	13	31	False	left_child_too_short	False			False
cluster0	chr2	4	81	125	1	14	95	10000001	10100000	3.8601759482143305	14	30	False	left_child_too_short	False			False
cluster0	chr2	4	81	125	5	15	96	10100001	10200000	3.0566020172311785	15	29	False	left_child_too_short	False			False
cluster0	chr2	4	81	125	6	16	97	10200001	10300000	3.013080062613387	16	28	False	left_child_too_short	False			False
cluster0	chr2	4	81	125	7	19	100	10500001	10600000	2.752872525099204	19	25	False	left_child_too_short	False			False
cluster0	chr2	4	81	125	8	20	101	10600001	10700000	2.6000352799006716	20	24	True		True	0.052947052947052944		False
cluster0	chr2	3	81	744	1	44	125	13100001	13200000	7.109321739275739	44	619	True		True	0.000999000999000999	0.000999000999000999	True
cluster0	chr2	5	125	349	7	199	324	33600001	33700000	14.323039069117552	199	25	True		True	0.000999000999000999	0.000999000999000999	True
cluster0	chr2	5	125	349	6	205	330	34300001	34400000	14.37950471447648	205	19	False	right_child_too_short	False			False
cluster0	chr2	5	125	349	3	206	331	34400001	34500000	15.649963716042924	206	18	False	right_child_too_short	False			False
cluster0	chr2	5	125	349	4	207	332	34500001	34600000	15.646249041048996	207	17	False	right_child_too_short	False			False
cluster0	chr2	5	125	349	1	208	333	34600001	34700000	16.65568926146297	208	16	False	right_child_too_short	False			False
cluster0	chr2	5	125	349	2	209	334	34700001	34800000	15.692968382024874	209	15	False	right_child_too_short	False			False
cluster0	chr2	5	125	349	5	210	335	34800001	34900000	14.998467938684465	210	14	False	right_child_too_short	False			False
cluster0	chr2	4	125	744	1	224	349	36300001	36400000	12.603049759974828	224	395	True		True	0.000999000999000999	0.000999000999000999	True
cluster0	chr2	5	349	744	1	33	382	39600001	39700000	6.495294222576231	33	362	True		True	0.000999000999000999	0.000999000999000999	True
cluster0	chr2	2	81	1234	1	663	744	76000001	76100000	40.344073457625505	663	490	True		True	0.000999000999000999	0.000999000999000999	True
cluster0	chr2	4	744	766	13	1	745	76100001	76200000	1.821214788209481	1	21	False	left_child_too_short	False			False
cluster0	chr2	4	744	766	10	2	746	76200001	76300000	3.0270510552399097	2	20	False	left_child_too_short	False			False
cluster0	chr2	4	744	766	5	3	747	76300001	76400000	5.387219293570117	3	19	False	left_child_too_short;right_child_too_short	False			False
cluster0	chr2	4	744	766	8	4	748	76400001	76500000	4.683482455247805	4	18	False	left_child_too_short;right_child_too_short	False			False
cluster0	chr2	4	744	766	7	5	749	76500001	76600000	5.03680882180609	5	17	False	left_child_too_short;right_child_too_short	False			False
cluster0	chr2	4	744	766	4	6	750	76600001	76700000	5.414006110203864	6	16	False	left_child_too_short;right_child_too_short	False			False
cluster0	chr2	4	744	766	1	7	751	76700001	76800000	6.801528900359064	7	15	False	left_child_too_short;right_child_too_short	False			False
cluster0	chr2	4	744	766	3	8	752	76800001	76900000	5.620140725824743	8	14	False	left_child_too_short;right_child_too_short	False			False
cluster0	chr2	4	744	766	2	9	753	77000001	77100000	5.863863078594761	9	13	False	left_child_too_short;right_child_too_short	False			False
cluster0	chr2	4	744	766	6	10	754	79200001	79300000	5.341857220508537	10	12	False	left_child_too_short;right_child_too_short	False			False
cluster0	chr2	4	744	766	9	11	755	79500001	79600000	3.585023663830306	11	11	False	left_child_too_short;right_child_too_short	False			False
cluster0	chr2	4	744	766	11	12	756	79800001	79900000	2.964616654129039	12	10	False	left_child_too_short;right_child_too_short	False			False
cluster0	chr2	4	744	766	12	13	757	79900001	80000000	1.960000728090353	13	9	False	left_child_too_short;right_child_too_short	False			False
cluster0	chr2	4	744	766	14	14	758	80000001	80100000	1.2522608604845444	14	8	False	left_child_too_short;right_child_too_short	False			False
cluster0	chr2	4	744	766	19	15	759	80100001	80200000	0.7991940986921082	15	7	False	left_child_too_short;right_child_too_short	False			False
cluster0	chr2	4	744	766	18	16	760	80200001	80300000	0.8054291357793679	16	6	False	left_child_too_short;right_child_too_short	False			False
cluster0	chr2	4	744	766	17	17	761	80300001	80400000	0.8208014213067938	17	5	False	left_child_too_short;right_child_too_short	False			False
cluster0	chr2	4	744	766	15	18	762	80400001	80500000	1.0520305773756498	18	4	False	left_child_too_short;right_child_too_short	False			False
cluster0	chr2	4	744	766	20	19	763	80500001	80600000	0.7215845125369322	19	3	False	left_child_too_short;right_child_too_short	False			False
cluster0	chr2	4	744	766	21	20	764	80600001	80700000	0.5247531465352674	20	2	False	right_child_too_short	False			False
cluster0	chr2	4	744	766	16	21	765	80700001	80800000	0.8520140084823852	21	1	False	right_child_too_short	False			False
cluster0	chr2	3	744	1234	1	22	766	80800001	80900000	15.856826398655093	22	468	True		True	0.000999000999000999	0.000999000999000999	True
cluster0	chr2	5	766	910	1	123	889	100700001	100800000	5.807931563791036	123	21	True		True	0.001998001998001998		False
cluster0	chr2	4	766	1234	1	144	910	102800001	102900000	13.62530201129808	144	324	True		True	0.000999000999000999	0.000999000999000999	True
cluster0	chr2	5	910	1234	1	46	956	107500001	107600000	7.800137977049046	46	278	True		True	0.000999000999000999	0.000999000999000999	True
cluster0	chr2	1	81	2225	1	1153	1234	142100001	142200000	24.309160345725118	1153	991	True		True	0.000999000999000999	0.000999000999000999	True
cluster0	chr2	3	1234	2166	1	546	1780	197000001	197100000	3.862048714910415	546	386	True		True	0.006993006993006993		False
cluster0	chr2	2	1234	2225	8	932	2166	235800001	235900000	9.249749935374886	932	59	True		True	0.000999000999000999	0.000999000999000999	True
cluster0	chr2	3	2166	2225	37	1	2167	235900001	236000000	0.8663002077889431	1	58	False	left_child_too_short	False			False
cluster0	chr2	3	2166	2225	14	2	2168	236000001	236100000	1.7776998646550102	2	57	False	left_child_too_short	False			False
cluster0	chr2	3	2166	2225	21	3	2169	236100001	236200000	1.5348458059788792	3	56	False	left_child_too_short	False			False
cluster0	chr2	3	2166	2225	15	4	2170	236200001	236300000	1.7705651651600522	4	55	False	left_child_too_short	False			False
cluster0	chr2	3	2166	2225	9	5	2171	236300001	236400000	2.553096647177493	5	54	False	left_child_too_short	False			False
cluster0	chr2	3	2166	2225	7	6	2172	236400001	236500000	3.1628348121312815	6	53	False	left_child_too_short	False			False
cluster0	chr2	3	2166	2225	4	7	2173	236500001	236600000	4.053795792384454	7	52	False	left_child_too_short	False			False
cluster0	chr2	3	2166	2225	1	8	2174	236600001	236700000	5.09714477484675	8	51	False	left_child_too_short	False			False
