source	chromosome	seg_id	bin_start	bin_end	seg_length	se_log2fc_left	ci_lo_log2fc_left	ci_hi_log2fc_left	sign_agree_log2fc_left	se_log2fc_right	ci_lo_log2fc_right	ci_hi_log2fc_right	sign_agree_log2fc_right	se_srd_left	ci_lo_srd_left	ci_hi_srd_left	sign_agree_srd_left	se_srd_right	ci_lo_srd_right	ci_hi_srd_right	sign_agree_srd_right
cluster3	chr1	9	1380	1414	34	0.014472318737124403	-1.0332523901096515	-0.9778327895861384	1.0	0.014120603129148817	-1.1173028171247865	-1.0609741330017657	1.0	0.09232290502439505	-7.542421873186684	-7.187562164371653	1.0	0.10292746831047438	-10.263729395132113	-9.861333870482339	1.0
cluster4	chr1	2	456	493	37	0.020581955353148804	-0.8158586109158932	-0.7372184063281282	1.0	0.018382494158825154	-0.7192821473308694	-0.6508220025297095	1.0	0.12529554772745938	-5.592449699988741	-5.121772141917941	1.0	0.11128802869880754	-4.95535374771893	-4.545060983641513	1.0
cluster4	chr1	4	1183	1245	62	0.013762392478266517	-0.1360365322953617	-0.08463775999539319	1.0	0.01231712578957756	-1.5453372644944938	-1.4979032096890887	1.0	0.1363507214908821	-1.361346081129281	-0.8515554290946461	1.0	0.11468971197017762	-15.05569720349171	-14.591960226914605	1.0
cluster4	chr1	5	1245	1315	70	0.012317125789577549	1.4979032096890887	1.5453372644944936	1.0	0.011593440456909576	0.5485951075478168	0.590470890112213	1.0	0.11468971197017762	14.591960226914605	15.05569720349171	1.0	0.13145067421266135	6.396439028346538	6.879019104870563	1.0
cluster4	chr1	6	1315	1380	65	0.01159344045690958	-0.5904708901122131	-0.5485951075478167	1.0	0.019155591235546752	0.5721169677568987	0.6508493429710337	1.0	0.13145067421266135	-6.8790191048705625	-6.396439028346538	1.0	0.13678763112176376	4.421011251528789	4.960968987646807	1.0
cluster4	chr1	7	1380	1414	34	0.019155591235546752	-0.6508493429710336	-0.5721169677568987	1.0	0.019660401933590678	-0.944450015173238	-0.8637045341227172	1.0	0.13678763112176376	-4.960968987646807	-4.421011251528789	1.0	0.15676612491581496	-8.824176120177722	-8.183560949400462	1.0
all	chr1	3	674	763	89	0.00447754756077964	-0.3782082066122807	-0.3599355945759754	1.0	0.004622234375750847	-0.5014738273682559	-0.4849874248994029	1.0	0.04206422589759557	-3.7722943036256704	-3.6020728612795203	1.0	0.04696905161915311	-5.46644371521365	-5.2936453277601565	1.0
all	chr1	5	1183	1245	62	0.0037559061661094103	-0.20427520515506617	-0.1909787370231106	1.0	0.0030049454498988675	-1.5708883925160062	-1.55990387225978	1.0	0.03696817811080705	-2.031122022866378	-1.9023237865607443	1.0	0.028468082665915353	-15.496984154299435	-15.391941390480087	1.0
all	chr1	6	1245	1315	70	0.00300494544989886	1.55990387225978	1.5708883925160062	1.0	0.0027542292911146454	0.7204868611395692	0.7308177745722437	1.0	0.028468082665915353	15.391941390480087	15.496984154299437	1.0	0.03533010746653116	9.288914761515725	9.42405327912305	1.0
all	chr1	7	1315	1414	99	0.002754229291114657	-0.7308177745722437	-0.7204868611395693	1.0	0.0024316690789038965	-0.4346941417826095	-0.42578721301249417	1.0	0.03533010746653116	-9.42405327912305	-9.288914761515725	1.0	0.040845274269291146	-7.5413323350564445	-7.388435057511846	1.0
cluster0	chr2	1	81	125	44	0.009931069404928584	1.2210822763609566	1.2578769919496209	1.0	0.005685898125063834	0.37465263853634695	0.3979445694569399	1.0	0.06538688017099055	8.277657269862772	8.526538453578468	1.0	0.0524473306326619	3.2860053290806768	3.4997599427124233	1.0
cluster0	chr2	3	324	349	25	0.02029390494392549	-1.1663417230483284	-1.0862459447489818	1.0	0.021540746340894357	-1.6663481262968338	-1.5835883267236037	1.0	0.0802557351386777	-5.783680007585255	-5.464877231037485	1.0	0.07759745884773289	-7.468529103854871	-7.171503777229662	1.0
cluster0	chr2	4	349	382	33	0.021540746340894357	1.5835883267236037	1.666348126296834	1.0	0.00706032395436676	0.3509246713538756	0.3782117581318878	1.0	0.07759745884773289	7.171503777229662	7.468529103854871	1.0	0.06294913848185399	2.9518335951898216	3.1839919269086123	1.0
cluster0	chr2	6	744	766	22	0.02322434156793283	-1.9565167595999056	-1.869510117515465	1.0	0.023198241905908527	-1.8061064821039035	-1.722280443853229	1.0	0.06244061927194175	-8.283728255567445	-8.051411936583683	1.0	0.06266854998455577	-7.264338913108442	-7.033991485400085	1.0
cluster0	chr2	8	910	956	46	0.011224724420151466	-0.9544411181986606	-0.912276719762302	1.0	0.010816532090756175	-0.6391562155176409	-0.5973290542363985	1.0	0.06242918475814429	-6.241151594943352	-5.997206279081297	1.0	0.06322567640536712	-4.212108003723415	-3.9661063744791454	1.0
cluster1	chr2	1	81	141	60	0.009152585426729398	1.2054286723815701	1.2393124129990085	1.0	0.005014100455910432	0.30266277294127725	0.3218441174788218	1.0	0.060880878403400944	8.608620809526805	8.849828244352562	1.0	0.0496775487409112	2.8906500168228537	3.0775814888678688	1.0
cluster1	chr2	3	324	349	25	0.023370735521296815	-1.220632934169175	-1.1340337009532564	1.0	0.023774345163655893	-1.7268653137250103	-1.6380978300183149	1.0	0.0873196360614923	-5.906838200807389	-5.583368246424819	1.0	0.07881255509025506	-7.59390681647537	-7.298634342050408	1.0
cluster1	chr2	4	349	382	33	0.023774345163655886	1.6380978300183149	1.72686531372501	1.0	0.006614047985577007	0.34248299471443977	0.36763008586124396	1.0	0.07881255509025506	7.298634342050408	7.59390681647537	1.0	0.05865227723861326	2.857595396056844	3.081826197499459	1.0
cluster1	chr2	6	744	765	21	0.03216485468509829	-2.004443249115173	-1.8839586111212483	1.0	0.03134280180095792	-1.8576120886999838	-1.7416713695232848	1.0	0.08228062480660994	-8.207576341896827	-7.8905911953412735	1.0	0.07872140613987944	-7.227714730862015	-6.948960982471768	1.0
cluster1	chr2	9	1143	1234	91	0.006644663987330591	0.11282171597734368	0.1405739030842831	1.0	0.006857160853304561	-0.5008790109935234	-0.4740370071741822	1.0	0.06471672040021956	1.0674090834548007	1.3383171940435454	1.0	0.07190770100738868	-5.809868126468089	-5.51989008129696	1.0
cluster2	chr2	2	744	765	21	0.029953978071743447	-1.6501057246202233	-1.5306777995150216	1.0	0.030629099277666962	-1.5700786821654098	-1.4520999137467254	1.0	0.0905511297838327	-7.1735595263658425	-6.814860546141328	1.0	0.09287354453501159	-6.497783854534937	-6.142445987139449	1.0
cluster3	chr2	1	81	125	44	0.012721376443100712	1.457254566834235	1.5036005396371317	1.0	0.01036032892814309	0.3486601388394503	0.3884626080292408	1.0	0.077852313090246	9.563544146781707	9.86807195665996	1.0	0.0801083564478456	2.690779867754485	3.0131376638667713	1.0
cluster3	chr2	2	125	202	77	0.01036032892814309	-0.38846260802924065	-0.34866013883945035	1.0	0.03586263465565135	2.3393190767631205	2.4742769600006826	1.0	0.0801083564478456	-3.0131376638667713	-2.690779867754485	1.0	0.07576739154861566	8.13004823939131	8.40741746121074	1.0
cluster3	chr2	3	202	223	21	0.03586263465565135	-2.474276960000683	-2.3393190767631205	1.0	0.0351773447261169	-2.567171146085028	-2.430548751651766	1.0	0.07576739154861566	-8.407417461210738	-8.13004823939131	1.0	0.07022080575052661	-9.46906717171776	-9.194291811492693	1.0
cluster3	chr2	5	744	766	22	0.03598731909656584	-2.1304418633341977	-1.993385375865631	1.0	0.0350937303343448	-1.8227754004410646	-1.6852073419718345	1.0	0.08833675588909279	-8.741572676446246	-8.413736281024674	1.0	0.088177852784292	-6.831995377722622	-6.489016154450728	1.0
cluster3	chr2	7	889	910	21	0.010707570659087643	0.6418880456819965	0.6857471799404695	1.0	0.01365107987161538	1.483291498721496	1.5369591505889348	1.0	0.0699496433450228	3.967010240072667	4.241471661130522	1.0	0.06845694253861498	7.295411514484022	7.563711982362282	1.0
cluster3	chr2	8	910	962	52	0.013651079871615375	-1.5369591505889348	-1.483291498721496	1.0	0.011228210429585377	-0.6896289434494973	-0.647635834724837	1.0	0.06845694253861498	-7.563711982362282	-7.295411514484022	1.0	0.06803518658747962	-4.664558770303433	-4.408430613128459	1.0
cluster4	chr2	1	83	125	42	0.023171025801436675	1.0948567100201592	1.1821017711438078	1.0	0.012887912876981366	0.37469217206888683	0.422470350577262	1.0	0.15228636485243885	7.467315892472881	8.05080389825881	1.0	0.12806682428671026	3.4473089159402837	3.934619770430214	1.0
all	chr2	1	81	125	44	0.00584203774633862	1.233715048994358	1.2549468246778024	1.0	0.00316080735346538	0.3746400859230016	0.3867882099573632	1.0	0.03700537021365358	8.309202695684181	8.443844927480177	1.0	0.028877584282673622	3.2615754465865883	3.377421792521115	1.0
all	chr2	3	324	349	25	0.010539614103369377	-1.1151985425940096	-1.0716134118124672	1.0	0.011476871939048814	-1.6058425511621075	-1.5621302461649051	1.0	0.041464758983903616	-5.553376121469776	-5.388812815298785	1.0	0.041291323988613154	-7.217767058018024	-7.063408715599973	1.0
all	chr2	4	349	382	33	0.01147687193904883	1.562130246164905	1.6058425511621075	1.0	0.0037319728913895313	0.35269320370616314	0.3666843786443453	1.0	0.041291323988613154	7.063408715599974	7.217767058018024	1.0	0.032991979778229374	2.947190420284831	3.068088024815441	1.0
all	chr2	6	744	765	21	0.0151917471746358	-1.934041120695698	-1.8796635511266113	1.0	0.015273790208989562	-1.7863444966317406	-1.7326152519589584	1.0	0.039416441625069444	-8.003885244404827	-7.862224126814649	1.0	0.04028385841043966	-7.029957204770188	-6.894856100960697	1.0
cluster0	chr5	1	50	74	24	0.015027333167918999	-0.8745054443592931	-0.817837714091368	1.0	0.014989892244916878	-1.4549317627857448	-1.399459925963242	1.0	0.04757210364178944	-2.995289666506753	-2.8204391385545744	1.0	0.047905076053725126	-5.5879645330415	-5.402918707186158	1.0
cluster0	chr5	2	74	134	60	0.014989892244916887	1.3994599259632423	1.454931762785745	1.0	0.014949600771862963	0.8571072954292204	0.9091644173396942	1.0	0.047905076053725126	5.402918707186158	5.5879645330415	1.0	0.052157949903346774	3.425261985451095	3.6041188521274314	1.0
cluster0	chr5	3	134	154	20	0.014949600771862977	-0.9091644173396942	-0.8571072954292203	1.0	0.014069771006815474	-1.2345794916168105	-1.1847846668025348	1.0	0.052157949903346774	-3.6041188521274314	-3.425261985451095	1.0	0.0492819965063633	-5.72244605811906	-5.544620345511891	1.0
cluster0	chr5	5	1009	1037	28	0.007588194677277188	0.41014369333783013	0.43856442799052187	1.0	0.011430298408535591	0.890155518680981	0.9350934730212384	1.0	0.0655055899206354	3.2310843445335435	3.4761262384973715	1.0	0.06856302413714734	5.25085340939588	5.526947693047167	1.0
cluster0	chr5	6	1037	1089	52	0.01143029840853559	-0.9350934730212385	-0.890155518680981	1.0	0.009054157388183914	-1.2395648840449862	-1.2048339794352638	1.0	0.06856302413714734	-5.526947693047166	-5.25085340939588	1.0	0.0665489074796714	-11.37028449251473	-11.106222759914639	1.0
cluster1	chr5	1	50	74	24	0.014888560483515454	-0.9478571446035859	-0.8936629526547913	1.0	0.01581451839656887	-1.537417564381717	-1.4801690186795604	1.0	0.044309420919460676	-3.183226074657331	-3.0240091772915565	1.0	0.050303124640905555	-5.797344244588645	-5.614535400074495	1.0
cluster1	chr5	2	74	134	60	0.01581451839656888	1.4801690186795604	1.5374175643817167	1.0	0.013487455532349538	0.9071976923168958	0.9604332780810891	1.0	0.050303124640905555	5.614535400074495	5.797344244588645	1.0	0.04748304451381611	3.583052036696347	3.7648646146536247	1.0
cluster1	chr5	3	134	154	20	0.013487455532349537	-0.9604332780810892	-0.907197692316896	1.0	0.012914305271468056	-1.3137244593525073	-1.2631208261587865	1.0	0.04748304451381611	-3.7648646146536247	-3.583052036696347	1.0	0.04452438720429164	-6.0257942127896404	-5.85015964560237	1.0
cluster1	chr5	5	1037	1089	52	0.008588463649810855	-0.5166187254505283	-0.4829263588859731	1.0	0.00882817332364692	-1.234069434990562	-1.1991457098963931	1.0	0.0666492615767927	-4.469984711501061	-4.208522790577823	1.0	0.06304327192970824	-11.329105804361769	-11.072411210631453	1.0
cluster1	chr5	7	1414	1444	30	0.007285400411946752	-0.6523697285753044	-0.6243889013237907	1.0	0.01580244623032659	0.9772305773328892	1.035400490390131	1.0	0.05158321931786743	-5.2698937911136685	-5.07157008990256	1.0	0.05701326584991374	4.014306435327234	4.231676676000747	1.0
cluster1	chr5	8	1444	1464	20	0.01580244623032658	-1.035400490390131	-0.9772305773328892	1.0	0.016021138484090734	-1.4698189245856221	-1.408248202398431	1.0	0.05701326584991374	-4.231676676000747	-4.014306435327234	1.0	0.05776510381168682	-6.681570381460456	-6.472616405727614	1.0
cluster1	chr5	9	1464	1503	39	0.01602113848409074	1.4082482023984308	1.4698189245856221	1.0	0.0274356392388656	2.234155496065559	2.3426941990795043	1.0	0.05776510381168682	6.4726164057276145	6.681570381460456	1.0	0.06939901179292142	9.145527029874708	9.411027994786346	1.0
cluster1	chr5	10	1503	1525	22	0.027435639238865616	-2.3426941990795043	-2.234155496065559	1.0	0.027121029834758382	-2.2603974834133798	-2.157362953331001	1.0	0.06939901179292142	-9.411027994786346	-9.145527029874708	1.0	0.0708138362272141	-9.84400649733931	-9.573112690493886	1.0
cluster2	chr5	1	50	74	24	0.01826011087163583	-0.8379159511681197	-0.7706586333189004	1.0	0.01848952974368961	-1.3534206212464919	-1.2824523701932533	1.0	0.06124292258044406	-3.0858778779095557	-2.834028298434437	1.0	0.0649859746824541	-5.467507723699474	-5.221450704987954	1.0
cluster2	chr5	2	74	134	60	0.01848952974368961	1.282452370193253	1.3534206212464917	1.0	0.0159365814749098	0.7717479726959892	0.8331823870645632	1.0	0.0649859746824541	5.221450704987954	5.467507723699474	1.0	0.0607289719751674	3.249249321783122	3.4790642873402247	1.0
cluster2	chr5	3	134	154	20	0.01593658147490979	-0.833182387064563	-0.7717479726959892	1.0	0.014297772118721654	-1.0506801991892936	-0.9978391629995903	1.0	0.0607289719751674	-3.4790642873402247	-3.2492493217831218	1.0	0.05411836413223587	-5.046890227495354	-4.848877072257886	1.0
cluster2	chr5	5	1009	1037	28	0.009639480390765629	0.38321597211735525	0.41884935723584293	1.0	0.013892075335067965	0.718934137011414	0.7712563445990708	1.0	0.08184017964205174	2.987618456001968	3.293646424511003	1.0	0.08499791228234223	4.3171352314193285	4.63860430463845	1.0
cluster2	chr5	6	1037	1090	53	0.013892075335067968	-0.7712563445990708	-0.7189341370114138	1.0	0.010124958637596165	-1.0805984314374004	-1.0425269209133	1.0	0.08499791228234223	-4.63860430463845	-4.3171352314193285	1.0	0.0787105316779333	-10.24013961007353	-9.940985707977855	1.0
cluster2	chr5	8	1414	1444	30	0.008576693560144842	-0.49978575920165	-0.46793064387187033	1.0	0.01780625553817692	0.7878429469734621	0.8549428193308641	1.0	0.06497868168315894	-4.1310054745453355	-3.8917695032271564	1.0	0.07167814993747737	3.50192005587376	3.769498094879011	1.0
cluster2	chr5	9	1444	1464	20	0.01780625553817693	-0.8549428193308641	-0.7878429469734621	1.0	0.01821571812097111	-1.2198302595120585	-1.1451591119775146	1.0	0.07167814993747737	-3.769498094879011	-3.50192005587376	1.0	0.07580697332408205	-5.93161450966933	-5.634522679990784	1.0
cluster2	chr5	10	1464	1503	39	0.018215718120971114	1.1451591119775146	1.2198302595120585	1.0	0.026652860692180685	1.9346315243164103	2.037601042334817	1.0	0.07580697332408205	5.634522679990784	5.93161450966933	1.0	0.08386504687537794	8.50510932973313	8.8223294262768	1.0
cluster2	chr5	11	1503	1525	22	0.026652860692180674	-2.037601042334817	-1.9346315243164105	1.0	0.02551275093067405	-1.960643448387417	-1.8570007177921144	1.0	0.08386504687537794	-8.8223294262768	-8.505109329733129	1.0	0.08081549424794197	-9.22809787420141	-8.906735655490024	1.0
cluster3	chr5	1	50	74	24	0.019178077024925837	-0.7534038522623417	-0.6801150260765841	1.0	0.01778385402653463	-1.2835152152103282	-1.21634678337192	1.0	0.0596456948685566	-2.4599956103660805	-2.230671349005026	1.0	0.05748429963169533	-4.804431771668909	-4.588282415079125	1.0
cluster3	chr5	2	74	154	80	0.017783854026534634	1.21634678337192	1.2835152152103282	1.0	0.010611034057860059	-0.3679626194131014	-0.3254345615244109	1.0	0.05748429963169533	4.588282415079125	4.804431771668909	1.0	0.09296908376421781	-3.2662126781337593	-2.888027866274795	1.0
cluster3	chr5	4	345	404	59	0.01134166707507551	0.47351813351884753	0.5176894026748835	1.0	0.015699750795440663	0.7869578174629281	0.8461956355939866	1.0	0.10981031084534579	4.448832161350637	4.885694505237816	1.0	0.0990973701280809	5.2300497047655705	5.606356017815372	1.0
cluster3	chr5	5	404	451	47	0.015699750795440667	-0.8461956355939868	-0.7869578174629283	1.0	0.013894924556940727	-0.7013971934925575	-0.64984562625095	1.0	0.0990973701280809	-5.606356017815371	-5.2300497047655705	1.0	0.09985625300802979	-5.6865706736130806	-5.300021287054369	1.0
cluster3	chr5	7	1038	1090	52	0.011523940795889162	-0.671256553572815	-0.6229043687828033	1.0	0.010793471072575049	-1.2590273502868456	-1.2129966411260402	1.0	0.08859508180440519	-5.734923311908019	-5.354033926474594	1.0	0.07619745639272237	-11.269564851352433	-10.96962818538448	1.0
cluster3	chr5	9	1382	1414	32	0.006691823154051249	0.49035078234036367	0.5162744928106677	1.0	0.010311001842033362	1.4070248902746654	1.4448818842452782	1.0	0.07797906511901705	5.1421949028492575	5.449924024720618	1.0	0.08440014112092567	11.027123130384453	11.334766562147868	1.0
cluster3	chr5	10	1414	1482	68	0.010311001842033367	-1.4448818842452782	-1.4070248902746652	1.0	0.011715153774879044	-1.0659645022287576	-1.0213237739346002	1.0	0.08440014112092567	-11.334766562147866	-11.027123130384453	1.0	0.07870802652196741	-6.754349415224845	-6.444731665053236	1.0
cluster3	chr5	11	1482	1503	21	0.01171515377487905	1.0213237739346002	1.0659645022287578	1.0	0.027191435680088208	2.355285291711014	2.455743864336751	1.0	0.07870802652196741	6.444731665053236	6.754349415224846	1.0	0.07597968690052412	9.41185513358109	9.708265268002537	1.0
cluster3	chr5	12	1503	1525	22	0.027191435680088222	-2.455743864336751	-2.355285291711014	1.0	0.026655159611168894	-1.8064234705327473	-1.7032839680552772	1.0	0.07597968690052412	-9.708265268002537	-9.41185513358109	1.0	0.08097929470810475	-7.650019598777913	-7.345775176777171	1.0
cluster3	chr5	13	1525	1610	85	0.026655159611168888	1.703283968055277	1.8064234705327473	1.0	0.009739814474646679	-0.715406442398409	-0.6767727608271158	1.0	0.08097929470810475	7.345775176777171	7.650019598777913	1.0	0.07036770283416835	-5.039326158843167	-4.775413229017111	1.0
cluster3	chr5	14	1610	1632	22	0.009739814474646679	0.6767727608271159	0.715406442398409	1.0	0.009434999725320373	0.8052043624722819	0.8426193861214738	1.0	0.07036770283416835	4.775413229017111	5.039326158843167	1.0	0.06622740453463133	5.3528454006188415	5.600637226034963	1.0
cluster4	chr5	2	1037	1090	53	0.018510313280683543	-0.5564151838305537	-0.48211932797269424	1.0	0.0176923082780326	-1.2652394742483064	-1.1986080540882682	1.0	0.14504119373741414	-4.74197020718336	-4.169011331778846	1.0	0.12816998562278595	-11.466390919086356	-10.988378773425424	1.0
cluster4	chr5	4	1414	1503	89	0.012514421706192087	-0.5379874405946722	-0.48881183172430914	1.0	0.04963266534120846	1.442865768489883	1.6277442881105522	1.0	0.15102044774644072	-7.014910111442686	-6.449627257541911	1.0	0.16103409215175604	6.597393402153528	7.220136389632925	1.0
cluster4	chr5	5	1503	1525	22	0.04963266534120847	-1.6277442881105524	-1.4428657684898831	1.0	0.04869771517879871	-1.8081946719091466	-1.6222596363816872	1.0	0.16103409215175604	-7.220136389632925	-6.597393402153528	1.0	0.15608165036497496	-8.528647738856018	-7.923754685239513	1.0
all	chr5	1	50	74	24	0.007499012094771225	-0.8427805336326065	-0.8134755984935136	1.0	0.007841871526571344	-1.4158755634794717	-1.386911683163496	1.0	0.023963195848212982	-2.903965244899015	-2.81127701285898	1.0	0.025599793172820347	-5.464703192588813	-5.366496115957952	1.0
all	chr5	2	74	134	60	0.00784187152657136	1.3869116831634962	1.415875563479472	1.0	0.0077062068681303915	0.8414654254954478	0.8703672084823503	1.0	0.025599793172820347	5.366496115957952	5.464703192588813	1.0	0.026904034064956495	3.377945448290736	3.4754074951628153	1.0
all	chr5	3	134	154	20	0.007706206868130379	-0.87036720848235	-0.8414654254954478	1.0	0.0075405841892179	-1.2157981444014894	-1.1865817817460318	1.0	0.026904034064956495	-3.4754074951628153	-3.377945448290736	1.0	0.026707424153298482	-5.6811836261017685	-5.5770498679952	1.0
all	chr5	5	1037	1089	52	0.004689058961067488	-0.5003794484424895	-0.4819319134311714	1.0	0.004611168155160367	-1.2179200145437836	-1.1997793471827962	1.0	0.03694709691190055	-4.342418591236381	-4.1907110505523315	1.0	0.0333619954221106	-11.190861254848521	-11.059921204314225	1.0
all	chr5	7	1414	1444	30	0.004083733903516326	-0.6255544358945262	-0.6102534089327432	1.0	0.008355444618023128	0.9508417903504429	0.9827750095558219	1.0	0.029621955866449213	-5.066049162576505	-4.959445639200864	1.0	0.030682289136059377	3.9547458302098137	4.069665652174015	1.0
all	chr5	8	1444	1464	20	0.008355444618023124	-0.9827750095558218	-0.950841790350443	1.0	0.008676887849276001	-1.413994983358186	-1.380866020730876	1.0	0.030682289136059377	-4.069665652174015	-3.9547458302098137	1.0	0.032556140983443796	-6.532719048071649	-6.406657933928386	1.0
all	chr5	9	1464	1503	39	0.008676887849276003	1.380866020730876	1.4139949833581862	1.0	0.013090202831627512	2.1246208142094676	2.174653230320192	1.0	0.032556140983443796	6.406657933928386	6.532719048071649	1.0	0.03682025984146141	8.899954695586517	9.04237915789866	1.0
all	chr5	10	1503	1525	22	0.013090202831627503	-2.174653230320192	-2.1246208142094676	1.0	0.012734933201757974	-2.0818552316798984	-2.0351446020903947	1.0	0.03682025984146141	-9.04237915789866	-8.899954695586517	1.0	0.036540043550034214	-9.379166765210746	-9.244292550238418	1.0
cluster0	chr7	1	79	104	25	0.025024571342605908	-1.2130230714658594	-1.1164668755564147	1.0	0.025326668074411585	-1.722012708727019	-1.622855877690939	1.0	0.0845327042551773	-5.201692408796084	-4.87001091865191	1.0	0.08583163886016347	-8.459545620391735	-8.120360811897202	1.0
cluster0	chr7	4	509	529	20	0.0312892134306421	-2.050046155008671	-1.936088740021196	1.0	0.03168803454160368	-1.7701246953039924	-1.6556602087489396	1.0	0.06672693166719569	-7.243999762310132	-7.011743187974218	1.0	0.06984122889366655	-5.670083730093044	-5.412145451735129	1.0
cluster0	chr7	5	529	598	69	0.0316880345416037	1.6556602087489396	1.7701246953039924	1.0	0.02615519174439397	2.817047975098204	2.9168592265573015	1.0	0.06984122889366655	5.412145451735129	5.670083730093044	1.0	0.04237848712336041	8.376144263877658	8.54986584490436	1.0
